TIME,VALUE,DURATION,LABEL
0.0,0,2.507755102,N1
2.507755102,3,16.35845805,C
18.866213152,3,16.857687075,C
35.723900227,1,15.870839002,A
51.594739229,1,15.870839002,A
67.465578231,1,15.870839002,A
83.336417234,1,15.870839002,A
99.207256236,1,15.870839002,A
115.078095238,1,15.870839002,A
130.94893424,1,15.870839002,A
146.819773243,1,17.856145125,A
164.675918367,2,15.870839002,B
180.54675737,2,15.870839002,B
196.417596372,2,15.859229025,B
212.276825397,2,14.88399093,B
227.160816327,2,17.31047619,B
